Core Data,Related
"Haji Khadim Hussain Cotton, BWN",AL-UMER COTTON
joya cotton minchan abad,KOTIA COTTON
Ch. Muhammad Ali Cotton BWN,MIAN COTTON
"Canon Cottton Factory, Minchinabad Road , Bahawalnagar",ALNOOR COTTON
Qazafi Shuja Cotton Factory,GAURI BRICKS
Raja Aziz Cotton Factory BWN,HAMZA BRICKS
"Nafees Tailers, Bahawalnagar",MS GOLDFEN
Madian Bricks Kiln BNGR,HAFIZ YASIR
"Etihad Bricks Kilns, BNGR",HAJI GULAM
Bhata Sakhi Muhammad & Co. BNGR,SM SABAR
bhatta Kharal bro. BNGR,KASUF GULL
"Bhata Rehman & Sons, BNGR",NEW ITEFAQ
Bhata Al faisal & Co. BNGR,FIVE STAR
"Bhatta Haji Sadar Din, BNGR",ABDULSTAR MILLS
Bhatta Sajawal & Co. BNGR,PAK PAPER
Bhatta Faiz Ahmed BNGR,GHULAM SARWER
bhatta Sheikh Salam O Din BNGR,ABDUL RASHEED
Bhatta Bakey Khan BNGR,ABDUL SATTAR
"Ghauri & Co. Bricks Kilns, BNGR",TAHIR COTTON
"Hayat Khan Bricks, Kiln, Minchanabad",ASLAM COTTON
"Sanzar Khan Bricks Kilns, Minchanabad",BISSMILLAH RICE
"Khan Bro. Bricks Kilns, Minchanabad",TANWEER RICE
"Muhammad Shafi & Co. bricks Kilns, Minchanabad",NANOON RICE
Muhammad Anwar & co. bricks kilns Minchanabad,QURESHI BROTHER
Etihad & co. bricks kilns Minchanabad,IMTYAZ ITFAQ
"Sadiq Ayaz Traders, BWN",ITTHAD RICE
"Shaheen Transport Company, BWN",QUETTA RICE
"Ali Homeopathic Collage,  BWn",HABIB RICE
"Tafreeh  Mahal Cinema, BWN",REHMAN BABA
Zia rice fact. Bngr,THREE STAR
ramzan ice factory Bngr,AL-MAKKAH RICE
shadab ice fact. Bnger,MADINA RICE
"Dastagair Filling Station, Donga Bonga",NADIM RICE
"Nayab Allied Industries,(Irfan Oil Mills), Dahran Wala Rd. Haroonabad",AL-AKJTER RICE
"Rehman Oil Mills , Gulab Ali Road , Haroonabad",YASRAB FLOUR
"Zum Zum Oil Mills, Near Grid Station , Haroonabad",MAKKAH RICE
"Eastern Products Pvt. Ltd., Vital House , Haroonabad",CIVIC TOBECCO
"Paramount Tea Products Pvt. Ltd.,by Pass Rd. , Haroonabad",PAKISTAN COTTON
"Bagh Ali Rice Factory , Donga Bonga , Haroonabad",EASTERN PRODUCTS
"Faisal Rice Factory , Donga Bonga , Haroonabad",ABDUL SATTAR
"Abdul Sammad & Co. Rice Factory, Lalika Road , Haroonabad",FIVE STAT
"Amjad Ghauri Rice Factory, Lalika Road , Haroonabad",QADRI TEXTILE
"Aziz Flour Mills (Al Aziz Industries), Qazi Wala Road, Chishtian",S.M SABAR
"Karsaz Cotton Factory, Gulab Ali Road, Haroonabad",NEW ITTEFAQ
"A.A. Cotton Factory (Haq Cotton) , Bangla Road, Haroonabad",HAQ COTTON
"Sheikh Cotton Ginners (Aslam Cotton), Haroonabad",AL-MEHAR COTTON
"Chawla Cotton Factory (Muhammad Shafi Cotton), Haroonabad",RAJA COTTON
"Ittehad Cotton Factory, Dahranwala Road , Haroonabad",ITTEFAQ COTTON
"Maqbool Cotton Factory, High Way Road , Faqeerwali , Haroonabad",S.Y COTTON
"Malik Cotton Ginning & Oil Mills , Godi Road , Haroonabad",REHMANI COTTON
"Mian Cotton Industries, Highway Road, Faqeerwali, Haroonabad",CHAWLA COTTON
"Ghazi Cotton Industries, High way Road , Faqeerwali , Haroonabad",CARSAZ COTTON
" Al Umer Cotton Factory (Millat Cotton), Dahranwala  Road, Haroonabad",ITEFAQ COTTON
"Punjab Cotton & Allied Industries, Zia Shaheed Road, Haroonabad",AL-FAROOQ COTTON
"Muslim Cotton Ginning & Allied Industries, Lalika Road, Haroonabad",AL-NOOR COTTON
"Noman Cotton Ginning Factory, Godi Road, Haroonabad",MUHAMMAD AMIN
Zubair Al Hijaz (Noor Cotton Ginners) Donga Bonga,PUNJAB COTTON
"Haq Bahoo Cotton & Allied Ind. (Bahoo Cotton), Chak No.69/4R,Haroonabad",GHAZI COTTON
"Burhan Akhtar Cotton Industries, Godi Road, Haroonabad",PAK COTTON
"Modern Cotton & Oil Mills Chak No.69/4R, Haroonabad",SELEEM COTTON
"Gujar Cotton Industries , Highway Road, Faqeerwali , Haroonabad",HAJI SHER
"Umer Usman Cotton Ginning , Haroonabad",CHISHTIAN FLOUR
"Farida Ginning & Oil Mills, Fortabbas Road, Haroonabad",PUBLIC COTTON
"Al Noor Cotton Industries Highway Road Faqeerwali , Haroonabad",NATIONAL OIL
"Afzal Cotton Ginning & Allied Industries, Lalika Road, Haroonabad",BAHAWALNAGR ROLLER
"Amjad Cotton Ginning & Allied Industries, Lalika Road, Haroonabad",ADAM SUGAR
"Malik Saeed Cotton, Haroon Abad",JHOLY LALA
"Vital Soap Factory (Zohaib Soap) ,20/3R,Qaziwala Rd., Haroonabad",SAJJAD BRICK
"Maqnzoor Oil Mills, Haroon Abad",MALIK KHALID
"Mehboob Oil Mills, Haroon Abad",SHEIKH TANVER
"Babu g Oil Mills, Faqeer Wali,",HAJI ALLAH
"Joiya Oil Mills, Faqeer Wali",MALIK MUHAMMAD
"Muhammad Shaffique Oil Mills , Haroon Abad",RAJPOT BRICK
"Al Meeraj Food / Yaseen Confeetinery Enterprises, , Haroon Abad",KAKAR BRICK
"Iqbal rice factory, , Haroon Abad",BISMILLAH BRICKS
Malik Brothers rice fact. Haroon abad Bngr,ALHUSSAINIA BRICKS
Bismillah rice fact. Donga bonga,TAWAKAL BRICKS
"Bhatti Rice Factory, Donga Bonga",ZAFAR BRICKS
Goraya rice fact. Haroon abad,RANA ADIL
"Alwi Processing Factory, Haroon Abad",QAMAR KHAN
"Golden Rice Factory,Haroonabad",MEHRIA KHICHI
"Haji Nazir Ahmed rice factory, Haroon Abad",KM BRICKS
"Ittefaq Rice Factory, Haroon Abad",GILLANI BRICK
Sattar Sweets Donga Bonga,SANA ULLAH
"Nafees Cotton Factory, Haroon Abad",KALA BRICK
"Faran Cotton Industries, By Pass Road , Haroonabad",MIRZA KHAN
"Etifaq Cotton Ginning, Faqeer wali,",MEHBOOB ALAM
"Abra Cotton Factory, Faqeer Wali",MAIBAL BRICK
"Haji Cotton Industries, Bahawalnagar Road, Haroonabad",MADINA BRICKS
"Rehman Soap Factory, Haroon abad",BALOCH BRICK
"Khalid Soap Factory,Haroon abad",KHICHI BRICK
"Afzal Soap Factory, Haroonabad",MASHA ALLAH
"Arshad Soap Factory,Haroon abad",GHULAM RABBANI
"Ahmed Soap Factory, Haroon abad",NEW GUJJAR
"Riaz Soap Factory, Haroon abad",AWAMI RAJPOOT
"Bhatta Dil aziz, Faqeer wali, ",SADIQ BRICK
"Bhata Khan Brother, faqeer Wali, ",SIDDIQUE BRICK
"bhata Bajwa Brohter, Faqeer Wali,",SIALVI BRICK
"Sahray Road Transport, Haroon abad",DATA SAHIB
"Karwan Transport Company,Haroon abad",PUNJAB BRICKS
Paras Hotel Harron Abad,SHAKHI SHAHBAZ
"Al Makkah Hotel, Donga Bonga",PIPE SAZE
"Malik Ice Factory, Haroonabad",AL SAEED
"Aamir Petroleum Service, Haronabad Rd.Fortabbas.",MUHAMMAD RAMZAN
"Shaheen Gasoleen, B.Nagar Road, Chishtian. ",BALOACH BRICKS
"Chaudhry Filling Station, Qazi wala Rd.Chishtian.",MAHRIA BRICKS
"Super Toor Petroleum Service, Near Ahmed Travels, Chishtian.",ALAM KHAN
"Chishtian Filling Station, Sugar Mills Road.Chishtian.",HADIRY BRICKS
Minhaj Filling Station ,ITHAD KHAN
Sundas Filling Station Bahawalnagar,SHADI KHAN
Perl CNG Station,AMEER KHAN
"Adam Sugar Mills, Chishtian. ",MALIK BRICKS
"Al-Mizan Flour Mills, Hasilpur Road, Chishtian.",AMEER KHAN
Etifaq Cotton & Oil Mills Chishtian.,JAMAL KHAN
"Chishtian Flour Mills , Bore Wala Road , Chishtian",KALYAR BRICKS
"Zum Zum Oil Mills Cotton Ginner,Canal Rd.Daharanwala",JALALA BRICKS
"Ahmed Sweets Hotel & Restaurant, Qazi Wala Rd. Chishtian ",SHARIF KHAN
"Saba Rice Factory , Mohar Sharif Road , Chishtian ",WAZIRISTAN BRICKS
"Yasrab Flour Mills , Hasil Pur Road, Chishtian",BAIT UL
"karmanwala Oil Mills ,CTN",GODHA BRICKS
"A.B. Hassan Rice Factory, G-12, Bahawalnagar Road,  Chishtian",AKBAR BRICKS
"Sadiq Sweets, Chishtian",AL HASSAN
"Public Cotton Factory, Chishtian",SHAHEEN BHUTTA
Saleem Cotton Factory Chishtian,RAHMANIA BHUTTA
M. Sharif Cotton Factory Chishtian,AL HAMAD
"Four Star Cotton Factory(A.H.S. Cotton), Syedan Wala, Chishtian",CHAUDHRAY BRICKS
"Zahid Ali Industries, Bure Wala Road, Chishtian",CHAUDHARY BHUTTA
"Neelum Cotton Industries(Matiana Indust.), Bahawalnagar Road, Chishtian",SHARIF KHAN
"Al Meraj Sultan Cotton Ginning & Oil Mills , Hasilpur Road, Chishtian",SHAH BURHAN
"Pakistan Cotton Industries(Pasban Cotton), Haroonabad Road, Dahranwala ",SHEHZOOR FOOD
"Bismillah Cotton Ginning , Haroonabad Road, Dahranwala ",NASEER OIL
"Al Noor Cotton Factory(Arshad Owais Cotton), Sabzi Mandi Road, Chishtian",KHAWAJA BHUTTA
"H.S Cotton Ginning, Haroonabad Road , Dahranwal ",PUNJAB BRICKS
Pak Paper Mills/ Pearl Papers,N K
"Jalandhar Ke Zari Allat , Hasil Pur Road Chishtian",DHAIDI BROTER
"Ghulam Murtaza Brothers Ke Zari Allat , Chiashitian",KHAN BRICKS
"Hakim Ali & Sons Ke zari Allat , Chishtian",ZAMAN BHATA
"Mughal Eng. Ke Zari Allat, Chishtian",HAIDERI BHUTA
"Al Fateh ke Zari Allat , Sugar Mills Road , Chishtian",MOSA KHAN
"Gulzar Ke Zari Allat , Chishtian ",NEW CHODHRAY
Jaffar Brothers Kay Allat  Chishtian ,AWAMI RAJPOT
"Bhatta Nawab Din , mauza Soda Basti, Chishtian",MUHAMMAD ABDULLAH
"Bhatta Peer Farooq, Kalloo Wali Basti, Chishtian",FARMAN SHAH
"Bhatta Peer Muhammad Nawaz ,  Soda Basti , Chishtian",BALOACH PUNGRIANE
"Bhatta Zahoor Ahmed & Sons, Mauza Mohar Sharif , Chiashtian",NEW PUNGRAINE
"Bhatta Mihar Khan , Soda Basti,  Chishtian",PUNGRAINE BRICKS
"Bhatta Haji Muhammad Bukhsh &  Sons, Mohar Sharif, Chishtian",NEW QADRIA
"Bhatta Muhammad Fiaz, Noor Hassan  , Mohar Sharif, Chishtian",AL MOSA
Leaperod Courier Service,AL HUSINA
"Quaid-e-Azam Science Schoopl, CTN",MAS SHA
"Chishtian Sciencs Colleage, CTN",TOKAWAL BHUTTA
"Sir Syed School Colleage, CTN",MUHAMMADI BHUTTA
"Chishtian Public School, CTN",AL SAJAD
"Pakistan Higher Secondary  School, CTN",SHALIMAR GILLANI
"Missali Friends Public School, CTN",SOFI QADOOS
S.K. Garison School CTN,MEHRAN STONE
"New Saddat School, CTN",KALYAR BHATTA
"Café Sheraz  Hotel, Bahawalnagar",HAQ NAWAZ
"Bilal Hotel, chishtian",GULL QQAZI
"City Top Hotel, Chishtian",ZESHAN BHUTTA
"Ali Baba Hotel, CTN",ITHAD BHATTA
Data Ice Factory,NEW KHAN
Dawood Filling Station,REHMAN BRICKS
"Malik Petroleum Service, Baldia Rd, Chishtian",REHMAN BRICHS
"Awami Cott. Ginners (Sharif Oil Mills), Chishtian",BISMILLAH BRICKS
"chishtian Oil Mills, Qazi Wala Rd. Chishtian",MADINA BHUTTA
"Haji Muhammad Amin & Sons Cotton Factory, Hasilpur Road, Chiashtian",NASEEB KHAN
"Malik Saifullah Cotton, Chishtian",ABDULLAH KHAN
Sh. Muhammad Nawaz & Company ,ORANGZAIB BRICKS
"Chaudhry Model Industries , Hasilpur Road, Chishtian",AFTAB BRICKS
"Sahabzada ice Factory, Chishtian",HUSNAIN BRICKS
"Pak Rice Factory, Dahranwala Road , Haroonabad",SULEMAN KHAL
"Taj ice factory, Chishtin",SANA ULLAH
"Ashraf Cinema, chishtian.",SHOAIB SHIRAZ
"Shafique Oil Mills, Sugar Mills Rd. Chishtian",RANA BHUTTA
"Pak Oil Mills, Chishtian, Bngr",SHAHZAD BRICKS
"Mian Brother Oil Mills, Dahar Wali",KALYAR BRICKS
"Pak Oil Mills, Dahar Wali",FAHEEM BHUTTA
"Madina Oil Mills, Dahranwala",MUHAMMADI BRICKS
"Bismillah Oil Mills, dahranwala",BORI KHAIL
"Al Madina Rice Factory, Chishtian",JALAT KHAN
"Rehman Oil Mills, Chishtian",MAHRIA KACHI
"Haji Sher Muhammad Cotton, Chishtian",AL HUSINA
"Iqbal Cotton Ginning, Chishtian",GONDAL BRICKS
Chohan Cott. Chishitan,QAMAR KHAN
"Madina Cotton Factory, chishtian",RANA BRICKS
"Modern Cotton Factory, Chishtian",ISMAIL KHAN
"Ganj Shakar Cotton, Chishtian",MUHAMMAD KHAN
"Sh. Cotton Factory, Chishtian",MUMTAZ KHAN
"Nizam Din Cotton Factory, Chjshitan",HAJI ABDUL
"Silver City Cotton , chishtian",DILAWAR KHAN
Khalid Cotton Factory I. Chishtian,HAIDER BRICKS
asif Ind. Chishitain,MULTAN KHAN
Khalid  cotton ginning II. Chishtian,AZEEM BRICKS
"Ghulab Cotton Ind. Dahranwala, BNGR",ABDUL MANAN
Khaliq Coton ginning Chishitain,SHAHZAD BRICKS
"Qaisar King Kay Zarai Allat, Chishtian",SHADI KHAN
"Asia Ke Zari Allat, High Way Road, Chishtian",YAWAR KHAN
Iqbal Soap Factory Chishtian,ASLAM BRICKS
Manzoor Soap Factory Chishtian,SUNNY SHAHBAZ
Munir Soap Factory Chishtian,HAZAB ULLAH
Bhattha Ghulam Rasool Chishtian,KHAN BRICKS
Bhattha Gujar Khan Chishtian,MADINA BRICKS
Bhattha Muhammad Iqbal  Chishtian,MUHAMMADI BRICKS
Bhattha Muhammad Shareef Chishtian,SHAHEEN BRICKS
"Gulistan Cinema, Chishtian",ASHFAQ BRICKS
Noor ice fact. ;chishtian,NAZAM KHAN
"Ch,. Oil Mills, Chishtian, Bngr",JALAL BRICKS
"Qadri Textile Mills , Arifwala Road, Bahawalnagar..",MADINA BRICKS
Kainat Cotton Factory,JUNAID BRICKS
Fatima Cotton Industries,BUDHAN KHAN
Almas Food Industries,RANA BRICKS
Ellahi Petroleum ,MALIK BRICKS
Master Petroleum Service,KHAN BRICKS
New Al Rehman Filling Station,SULTANI BRICKS
HMA (Haji Muhammad Anwar) Rice Mills,HAFIZ BAQIR
Abdul Jabbar & Sons (CoCa Cola),SHAHEEN BRICKS
Khalid Mehmood Ghouri Oil Mills,JUMA KHAN
Bismillah Rice Mills,MALIK BROTHERS
Gul Oil & Ice Factory,GOLDEN BRICKS
Hamza Oil Mills,DATA BRICKS
Awami Filling Station,RAJPT BILDERS
Dar-ul-Madiana Industries,RANA BRICKS
Al Madina Sweets & Bakers,ADAM KHAN
Matyana Paper Mills,RASHEED KHAN
Al Jannat Sweets & Bakers,MOSA BRICKS
Sweets & Salt Bahawalnagar,HANAN BRICKS
"Akhtalq bricks, kilns, fortabas",PUNJAB BRICKS
Raja / Ali Cotton Factory,SHALIMAR BRICKS
Owais Petroleum Service,NEW SHALIMAR
Sardar rice fact. Minchan Abad,MADNI BRICKS
Muhammad Ali Jheedo Bricks Company,BISMILLAH BRICKS
"Itehad Bricks Company, ",JANANT GULL
"Zaheer Bricks Company, Pakpatan Road,BWN",QURBAN ALI
Bhatta Ghouri & Co,AL QAIM
"Haji Lal Muhammad Bricks, BWN",GILANI BRICKS
"Bhatta Mirza Khan, BWN",HASEENA BRICKS
"Al Kareem Bricks , BWN",BORI KHAIL
"Watoo Bricks Company, BWN",SHAHZAD BRICKS
"Bhatta Sameel Pur, BWN",KALYAR BRICKS
"Khan Bricks Company, BWN",SHAHZAD BRICKS
"Al Habib New Bricks, BWN",RANA BRICKS
"Malik Bricks Company, BWN",SHOAIB BRICKS
"Gillani Bricks Company, BWN",SANA ULLAH
"Rehman Khan Bricks, BWN",SULEMAN BRICKS
SHARIF OIL MILLS,AWAMI BRICKS
NATIONAL RICE MILLS,AFTAB BRICKS
SULEMAN MEKEN OIL MILL,AYAZ KHAN
NEW KARMANWALA PETROLEUM SERVICE,RUSTAM BRICKS
AL SADIQ FOUNDATION SCHOOL,ABDULLAH KHAN
Al Saddique Filling Station,ORANGZAIN BRICKS
Abu Bilal Petroleum Service,UMER KHAN
Haji Filling Station & Ice Factory,KHAN BRICKS
Ch. Could store & Ice Factory,SHAHBAZ BRICKS
Khan Petroleum Service,SANA ULLAH
Jalal Agency Distributors (Coca Cola),MALIK NASEEM
Al Saeed Fabrics / Tailoring Workshop,AMEER ABDULLAH
Majeed Medicine Company,RASOOL KHAN
"Pak Filling Station, Bahawalnagar.......",JUMA KHAN
Karmanwala Filling Station,HAJI MUAHMMAD
"Shaheen Gas Company, B.Nagar Road, Chishtian. ",MUTAHARAT KHAN
Al Ghanni Agroo Services,JILALWAL KHAN
Sheer Khan Bricks Company,MULTAN KHAN
Khan Bricks  Killins,ADAM KHAN
AL BUKHSH FATIMA RICE MILLS,AZEEM BRICKS
Bismillah Rice Mills  ,DILAWAR KHAN
Jameel Rice Mills ,AKBAR KHAN
"Sitara Petroleum Service (Caltex),",HAJI ABDUL
Data Traders (Coke Agency),GORJE BRICKS
"Pak Madina Ice Factory, ",QAMAR KHAN
"Al Rehman Cotton & Oil Mills,",ABDUL MANAN
Lorenzo Gas Company,RANA BRICKS
"New Al Shafi Bricks, BWN",ISMAIL BRICKS
"Bhatta Peer Khan, BWN",MUHAMMAD KHAN
"Sahabzada Bricks, BWN",AFAHEEM BRICKS
Maddni Rice Mills,MUMTAZ KHAN
Al Kareem Rice Mills,MUHAMMADI BHUTA
Al  Usman Rice Mills,SHEIK SADIQUE
Al Musawar Rice Mills,ITFEQ BRICKS
Ghazzi Ice and Oil Mills,AKRAM BRICKS
Café Imran,SHEIKH NAZAR
Lambor Bar Hotel ,KHURAM BRICKS
Golden Agro Service Industries,SHEIKH TANVEER
Al Rasheed Protins Form,MALIK AND
Haji Muhammad Iqbal Chohar Bricks Company,MEPAL BHATA
Abdul Sattar Bricks Killins ,BAHAR RICE
Wali Khan Bricks Killins ,PAKISTAN TRADERS
Taj Bricks Killins ,AL NOOR
Shiekh Munawar Bricks ,ISLAM DAL
"Majeed Khan Bricks , ",AL HAMAD
"Mian Etehtasham-ul-Haq, Inzam-ul-Haq Cotton Factory",MOEEN KHAN
Innayat Ullah and Son CottonGinners,IBRAHIM OIL
Dharanwala Filling Station,M M
Iqbal Petroleum Service,FRIENDS COTTON
Fatima Jinnah Muslim Mission Middle School,A M
A.K. Cotton Factory,CH BHATA
"Bhattha Abdul Razzaq Akhlaq Ahmed , Fort Abbas ",NEW HADI
"National Oil Mills , Faqeer Wali",PNGTREEM BRICKS
"Marhaba Hotel And Restaurant , Chishtian.",PUNGTRRIEN BRICKS
"Al-Hamra Transport company, BWN",PUNGTRAIN BRICKS
"Madina Hotel And Restaurant, Chishtian",KHAN BRICKS
Malik Liaqat Ali Bricks Company,FARMAN SHAH
Khan Ramzan Khan Bricks Company,CH BRICKS
Al Madina Bricks Company,ILAM DIN
Ch. Latif Bricks Company,RANA SERWAR
Khan Murrad Khan Bricks Company,AKHTAR SHEIK
Haji Muhammad Aslam Bricks Company,SADIQ SHEIKH
Pehalwan Khan Bricks Company,SHEIKH TANVER
Al Noor Bricks Company,HANIF SAGO
Al Siddique Bricks Company,ROZI KHAN
Khan Hasan Khan Bricks,MUHAMMAD HAYAT
Muzzamal Usman Bricks Company,MUHAMMAD AKRAM
Al Madina Bricks Company,MUHAMMAD RAMZAN
Shaheen Bricks Company ,SHER AHMAD
Khan Bricks Company ,HAJI RANA
Haroon Abad Filling Station,NASEEM OIL
Allah-Hu-Akbar Bricks Company ,BILAL COTTON
Al Fateh Bricks Company,SHAHZOR FOOD
Al Ghani Rice Factory,ISMAIL OIL
"Al Makkah Bricks,",MAKAH COTTON
Pak Cloth House,JADAH COTTON
A.Q. Cadet School,SHAHNAZ COTTON
Al Falah Public School,NEW CHAUDHARY
Pakistan Public School,SHARIF KHAN
City Public School,MADNI BRICKS
Young Scholor Public School,NASEER OIL
Allama Iqbal Memorial School,ISMAIL OIL
Ahmed Foundation School,MADINA OIL
Missali Public School,FAZAL KAREEM
Paradaise Public School,AWAIS COTTON
Hira Public School,MACCA COTTON
Kiran Public School,MADINA COTTON
Khawar Public School,SHABANI FLOOR
Hamid Foundation School,FAHEEM FLOOR
Ashbila Grammar School,NAWAZ FLOOR
Jinnah Public Model High School,FECTO SUGAR
Jinnah Public School,COLONY THAL
Ideal Public School,FECTO SUGAR
Sir Syed High School,FAROOQ BRICK
Sir Syed Public High School,AL MADINA
Faisal Public High School,SAWAT BRICK
Al Farooq Foundation School,DILDAR AHMED
Allah Tawakal Bricks Company,HAJI MUHAMMAD
"Muhammad Younas Bricks Company, ",FAHAD BRICK
"Al Makkah Bricks,  ",MASHAHALLAH BRICK
Ziafat Bricks Company,MAHER BRICK
Al Hayat Roller Flour Mills,ALLAH BUKHSH
Sharf-ud-Din Roller Flour Mills,SARFRAZ KHAN
"Bismillah Bricks Company, ",MASHALLAH BRICK
"Islamia Bricks Company, ",MUHAMMAD AMIN
Pak Rice Mills,MALIK ZUBAIR
"A-One Bricks Company,",WAQAR BRICK
Ch. Amir Hussain Bricks Company,ARHAM BRICK
"New Star Bricks Kilins, ",GHULAM HUSSAIN
"Mudasir Bricks Company, ",AFZAL BRICK
"Talha Bricks Company, ",SAKHI BRICK
"Shangraila Bricks Company, ",SHEHZAD BROTHERS
Al Mehboob Petroleum Service,ALI RAZA
Ahbab Petroleum Service,TARAR BHATTA
M. Bashir and Co Petroleum,ABBASI BRICK
Pak Petroleum Service,AL HABIB
Pak Roller Flour Mills,SHAHNAWAZ BRICK
Allah Look Cotton Factory,RANA RAFIQUE
Fort Cotton Factory & Oil Mills,MIAN SAJID
Al Hayat Cotton Factory & Oil Mills,JAM MAULA
Al Makkah Traders (Coca Cola),IDREES BRICK
Al Hafiz K Zari Aalat,ZAHOOR AHMAD
Superior M. College,AZEEM BRICKS
Ittefaq College of Enginnering & Technology,ASHRAF BRICKS
Khalid Public School,CHAUDHARY BRICKS
Haroon Abad School & College,WAHEED BRICK
Khalid Public High School,ABDUL JABBAR
Aalishan Public High School,ANAR BRICKS
Islamia Model School,AWAIS BRICK
Jinnah Public High School,KHAN BRICK
"Mian Naveed Amin Bricks Company,",MEER UMER
Ch. Shaffique Bricks Company,SUPER MIANWALI
Al Hafiz Bricks Company,MALIK TAHIR
"Madni Bricks Company,",ALHAMEED BRICK
Al Hamrah Bricks Company ,SADABAHAR BRIC
Owais Creation Factory,NEW SUPER
Shiekh Salah-ud-Din and Co Petroleum,NEW AL
Raza Medical Store,ALMADINA BRICK
Sanabal Rice and Ice Factory,TAWAKKAL BRICK
Ali Rice & Ice Factory,MADINA BRICK
Bismillah Cotton Factory ,MADINA BRICK
Al Rehmat Rice Mills,MASHALLAH BRICK
Sultan Bahoo Rice Processing Mills,SHAHZEB GORAYA
New Millat Rice Factory No.2,MOHSIN BRICK
Zareef Khan Bricks Company,AWAISI BRICK
"RaShid Khan Bricks Company, ",GAJJU BRICK
Qamar Summar Bricks Company ,SHAKEEL BRICK
Makkah Bricks Company,MALIK BRICK
Aqib Saqib Bricks Company,UNITED BRICK
Golden Gate High School,WELCOME BRICKS
Punjab Public High School,MUNAWWAR KHAN
Waaseem Model School,ALI SHAH
National Modle Middle School,NEW BALOCHISTAN
Saad Grammar High School,CHAUDHARY SHABBIR
Kiran Public Middle School,BHATTI BRICK
City Top Science School,NEW BHATTI
Al Umer Public High School,NEW ITTEFAQ
Fort Grammar High School,AL FAZAL
Islamia Public High School,MALIK BRICK
Al Rehman High School,CHEEMA BRICK
Al Islam Public High School,ABDUL REHMAN
Moon Light Public High School,ATIF BRICK
Peramount Grammar School,BISMILLAH BRICK
Islamic Ideal Middle School,HAFIZ KABEER
Karmanwala Filling Station,KHALIL JOIYA
Al Masoom Filling Station,NEW SULEMAN
Haq Bahoo Cotton Factory,MALIK MUHAMMAD
Zain Cotton Factory & Oil Mills,ASAD BRICK
Shiekh Cotton Factory,JAM ABDUL
Al Waheed Petroleum Service (Al Syed Group),ISHAAQ BRICK
Suzuki Bahawalnagar Motors,ARAHIAN BRICK
SURAYYA HANIF COTTON INDUSTRIES,AMIR SHABBIR
AL AKHTER RICE MILLS,ITTEHAD BRICK
"Sirat Rice Mills, BWN",MIANWALI BRICK
Ittefaq sugar mills,MADNI BRICK
Nadeem Majeed Rice Mills,FIVE STAR
EMAN RICE MILLS,KHAN BRICK
EMAN RICE MILLS,BAJWA BRICK
EMAAN RICE MILLS,BAJWA BRICK
MOON FILLING STATION,FIVE STAR
KHALID PETROLEUM SERVICE,THREE STAR
KHAIRA SEED COMPANY AND PETROL PUMP,BABA PEER
PARADISE COTTON FACTORY,BABA SAEEN
LALIKA COTTON GINNERS,WARIYA BRICK
RANA SWEETS & BAKERS,MALIK ARSHAD
AJWA SWEETS & BAKERS,SADA BAHAR
GULISTAN PETROLEUM SERVICE,BHINDER BRICK
HAJI IRFAN PETROLEUM SERVICE,SALEEM KHAN
"City Petroleum Service, Bahawalnagar",NEW ARAIN
VITAL AGRO PVT LTD. ,NEW YAZMAN
ALI HUSSAIN OIL MILLS,MEHBOOB BROTHERS
KHALID JAMEEL COTTON FACTORY,NAZIR HUSSAIN
UNITED COTTON FACTORY,HAJI MUHAMMAD
PUNJAB GROUP COLLEGE,GORAYA BRICK
SARWAR COTTON FACTORY,GORAYA BRICK
"Modren Petrolium Service / Service Station, Bahawalpur. ",MIAN SAJID
A. Hussain & Sons shell Petroluem Service Bahawalpur. ,AHMAD BRICK
"Aslam & Co., Pak Sarhad Gasoline, Bahawalpur. ",THREE STAR
"Sutluj Petrolium Service Multan More, Bahawalpur. ",MIAN SAJID
"Raza Petroluem Service Baghdad Road, Bahawalpur. ",AJMAIR BRICK
"Behtareen Waz Filling Station General Bus Stand, Bahawalpur. ",WARRAICH BRICK
Niaz Muhammad / Abdul Ghafoor Petroluem Service Bahawalpur. ,HAJI BRICKS
"Model Petroluem Service Multan Road, Bahawalpur. ",MURSALEEN BRICKS
"Al-Ghazi filling Station, General Bus Stand, Bahawalpur. ",NEW PUNJAB
"Asad Fuels (Caltex) General Bus Stand, Bahawalpur. ",BABA FAREED
"Khan Brothers Petroluem Service Ahmedpur East Road, Bahawalpur. ",AL MAKKAH
"Raja Brothers Petroluem Service Railway Road, Bahawalpur. ",MASTER AND
"Zam Zam Petroluem Service, Multan Road, Bahawalpur. ",ITTEFAQ BRICK
"Green Star Petrolium Service, Karachi More, Bahawalpur. ",MEHMOOD UL
"Allied Power Station, Dubai Chowk, Bahawalpur. ",FAUJI BRICK
"Green Gro CNG Near Model Town C, Chowk, Bahawalpur. ",FAUJI BRICK
"Mehmood CNG Station Dubai Chowk, Bahawalpur. ",CHAUDHRY BRICK
"Askari CNG Station General Bus Stand, Bahawalpur. ",KHAN BRICK
"Karwan Trucking Station, Bye Pass Road, Sharifabad ",ANAS BRICK
"Green City CNG Station, Sadar Pully Hasilpur Road, Bahawalpur. ",AKHTAR BRICK
"Five Star CNG Station Bye Pass Road, Bahawalpur. ",GHAREEB KHANA
"Awan Brothers CNG Station Ahmedpur East.  Road, Bahawalpur. ",CHAUDHRY JAMAL
